tagName, timeStamp, value, quality
Analog_0, 04-10-2020 15:18:06.299, 69.9841530862069, 192 
Analog_1, 04-10-2020 15:18:06.319, 89.7132021267786, 192 
Analog_2, 04-10-2020 15:18:06.340, 37.26207884344978, 192 
Analog_3, 04-10-2020 15:18:06.361, 50.45366605510759, 192 
Analog_4, 04-10-2020 15:18:06.382, 72.47999282371205, 192 
Analog_5, 04-10-2020 15:18:06.403, 11.465389710624374, 192 
Analog_6, 04-10-2020 15:18:06.423, 72.22379212776966, 192 
Analog_7, 04-10-2020 15:18:06.443, 72.65465076250904, 192 
Analog_8, 04-10-2020 15:18:06.464, 58.900067473491866, 192 
Analog_9, 04-10-2020 15:18:06.484, 65.05280684762607, 192 
Analog_0, 04-10-2020 15:18:06.529, 90.0912081669682, 192 
Analog_1, 04-10-2020 15:18:06.552, 26.520437358600613, 192 
Analog_2, 04-10-2020 15:18:06.573, 65.38659824537154, 192 
Analog_3, 04-10-2020 15:18:06.594, 10.575885173161693, 192 
Analog_4, 04-10-2020 15:18:06.615, 44.08482467060729, 192 
Analog_5, 04-10-2020 15:18:06.636, 75.89478092245288, 192 
Analog_6, 04-10-2020 15:18:06.657, 35.45939090557489, 192 
Analog_7, 04-10-2020 15:18:06.677, 16.86628978717436, 192 
Analog_8, 04-10-2020 15:18:06.698, 39.5527012239196, 192 
Analog_9, 04-10-2020 15:18:06.718, 61.41555427336112, 192 
Analog_0, 04-10-2020 15:18:06.760, 36.74550961260683, 192 
Analog_1, 04-10-2020 15:18:06.781, 14.80155681022859, 192 
Analog_2, 04-10-2020 15:18:06.802, 36.239041849210565, 192 
Analog_3, 04-10-2020 15:18:06.822, 15.029391300095362, 192 
Analog_4, 04-10-2020 15:18:06.843, 61.244804853745784, 192 
Analog_5, 04-10-2020 15:18:06.865, 73.69187946976896, 192 
Analog_6, 04-10-2020 15:18:06.886, 37.82551558626627, 192 
Analog_7, 04-10-2020 15:18:06.907, 56.356856859017824, 192 
Analog_8, 04-10-2020 15:18:06.928, 57.254464987935094, 192 
Analog_9, 04-10-2020 15:18:06.948, 48.98429148757244, 192 
Analog_0, 04-10-2020 15:18:06.991, 42.30793247586243, 192 
Analog_1, 04-10-2020 15:18:07.012, 15.295963499201648, 192 
Analog_2, 04-10-2020 15:18:07.032, 86.48594992905063, 192 
Analog_3, 04-10-2020 15:18:07.053, 67.59586284292192, 192 
Analog_4, 04-10-2020 15:18:07.075, 73.74356452500369, 192 
Analog_5, 04-10-2020 15:18:07.095, 7.3807496323160855, 192 
Analog_6, 04-10-2020 15:18:07.116, 73.4427303398464, 192 
Analog_7, 04-10-2020 15:18:07.137, 88.37900239869388, 192 
Analog_8, 04-10-2020 15:18:07.157, 41.00204683779643, 192 
Analog_9, 04-10-2020 15:18:07.178, 73.66556896316739, 192 
Analog_0, 04-10-2020 15:18:07.219, 15.787525667000013, 192 
Analog_1, 04-10-2020 15:18:07.240, 99.53828319820929, 192 
Analog_2, 04-10-2020 15:18:07.261, 72.37542652291758, 192 
Analog_3, 04-10-2020 15:18:07.282, 85.28460825492816, 192 
Analog_4, 04-10-2020 15:18:07.302, 54.21279964966536, 192 
Analog_5, 04-10-2020 15:18:07.325, 92.25968388384872, 192 
Analog_6, 04-10-2020 15:18:07.345, 56.250644585151335, 192 
Analog_7, 04-10-2020 15:18:07.366, 4.340083931700045, 192 
Analog_8, 04-10-2020 15:18:07.387, 58.23847530449636, 192 
Analog_9, 04-10-2020 15:18:07.408, 80.3795054331765, 192 
Analog_0, 04-10-2020 15:18:07.450, 77.52031972735423, 192 
Analog_1, 04-10-2020 15:18:07.472, 87.40147374281983, 192 
Analog_2, 04-10-2020 15:18:07.493, 70.39599401529982, 192 
Analog_3, 04-10-2020 15:18:07.515, 19.611638677312104, 192 
Analog_4, 04-10-2020 15:18:07.536, 77.00540913045077, 192 
Analog_5, 04-10-2020 15:18:07.557, 15.652011767773777, 192 
Analog_6, 04-10-2020 15:18:07.578, 65.41792202193903, 192 
Analog_7, 04-10-2020 15:18:07.599, 16.668272705466634, 192 
Analog_8, 04-10-2020 15:18:07.620, 76.88596804848858, 192 
Analog_9, 04-10-2020 15:18:07.641, 36.59765051841105, 192 
Analog_0, 04-10-2020 15:18:07.683, 23.337618215461518, 192 
Analog_1, 04-10-2020 15:18:07.704, 8.550523427068256, 192 
Analog_2, 04-10-2020 15:18:07.725, 8.98385768653085, 192 
Analog_3, 04-10-2020 15:18:07.747, 6.257507555676267, 192 
Analog_4, 04-10-2020 15:18:07.768, 85.81343706925955, 192 
Analog_5, 04-10-2020 15:18:07.789, 35.35189082384481, 192 
Analog_6, 04-10-2020 15:18:07.809, 54.71396362936143, 192 
Analog_7, 04-10-2020 15:18:07.830, 27.883819038832936, 192 
Analog_8, 04-10-2020 15:18:07.851, 63.5272739658264, 192 
Analog_9, 04-10-2020 15:18:07.871, 26.108824430947497, 192 
Analog_0, 04-10-2020 15:18:07.913, 55.61807346213573, 192 
Analog_1, 04-10-2020 15:18:07.934, 93.51324345686263, 192 
Analog_2, 04-10-2020 15:18:07.955, 89.16729954332286, 192 
Analog_3, 04-10-2020 15:18:07.976, 66.54914282065003, 192 
Analog_4, 04-10-2020 15:18:07.997, 81.61827996031906, 192 
Analog_5, 04-10-2020 15:18:08.021, 48.03031284913152, 192 
Analog_6, 04-10-2020 15:18:08.043, 65.2899503327585, 192 
Analog_7, 04-10-2020 15:18:08.064, 20.03037590576111, 192 
Analog_8, 04-10-2020 15:18:08.086, 50.47439286739468, 192 
Analog_9, 04-10-2020 15:18:08.107, 11.92774027181539, 192 
Analog_0, 04-10-2020 15:18:08.148, 39.26635431247919, 192 
Analog_1, 04-10-2020 15:18:08.169, 28.52658718668294, 192 
Analog_2, 04-10-2020 15:18:08.190, 76.40252769813922, 192 
Analog_3, 04-10-2020 15:18:08.212, 18.577150677153064, 192 
Analog_4, 04-10-2020 15:18:08.235, 48.55356578692942, 192 
Analog_5, 04-10-2020 15:18:08.257, 29.21358116222983, 192 
Analog_6, 04-10-2020 15:18:08.279, 88.40965562194899, 192 
Analog_7, 04-10-2020 15:18:08.300, 44.577774637361145, 192 
Analog_8, 04-10-2020 15:18:08.323, 18.69110922925099, 192 
Analog_9, 04-10-2020 15:18:08.344, 84.01883848777071, 192 
Analog_0, 04-10-2020 15:18:08.384, 99.62161118776714, 192 
Analog_1, 04-10-2020 15:18:08.405, 37.62948906518051, 192 
Analog_2, 04-10-2020 15:18:08.426, 63.70851605228979, 192 
Analog_3, 04-10-2020 15:18:08.447, 34.4439229252242, 192 
Analog_4, 04-10-2020 15:18:08.468, 27.72965583334863, 192 
Analog_5, 04-10-2020 15:18:08.490, 75.3805238154879, 192 
Analog_6, 04-10-2020 15:18:08.510, 34.03966248072003, 192 
Analog_7, 04-10-2020 15:18:08.531, 62.03348011872707, 192 
Analog_8, 04-10-2020 15:18:08.551, 63.65338445246822, 192 
Analog_9, 04-10-2020 15:18:08.572, 20.82909137046225, 192 
