tagName, timeStamp, value, quality
Analog_0, 04-10-2020 15:17:52.386, 13.858965975787473, 192 
Analog_1, 04-10-2020 15:17:52.409, 48.99131998169829, 192 
Analog_2, 04-10-2020 15:17:52.430, 20.856715656849502, 192 
Analog_3, 04-10-2020 15:17:52.452, 93.75892328195927, 192 
Analog_4, 04-10-2020 15:17:52.474, 1.1414694253656266, 192 
Analog_5, 04-10-2020 15:17:52.495, 28.66306445637219, 192 
Analog_6, 04-10-2020 15:17:52.517, 97.9585708100989, 192 
Analog_7, 04-10-2020 15:17:52.538, 11.518929666396172, 192 
Analog_8, 04-10-2020 15:17:52.559, 38.24047268055373, 192 
Analog_9, 04-10-2020 15:17:52.580, 25.75336992561923, 192 
Analog_0, 04-10-2020 15:17:52.623, 40.07680175893896, 192 
Analog_1, 04-10-2020 15:17:52.645, 19.949373843093177, 192 
Analog_2, 04-10-2020 15:17:52.667, 41.50817361634882, 192 
Analog_3, 04-10-2020 15:17:52.688, 34.56966860562027, 192 
Analog_4, 04-10-2020 15:17:52.710, 96.06538449657488, 192 
Analog_5, 04-10-2020 15:17:52.732, 14.487885412038226, 192 
Analog_6, 04-10-2020 15:17:52.753, 29.871735688365376, 192 
Analog_7, 04-10-2020 15:17:52.775, 46.65134204268971, 192 
Analog_8, 04-10-2020 15:17:52.797, 8.825364913975054, 192 
Analog_9, 04-10-2020 15:17:52.818, 70.3327379166651, 192 
Analog_0, 04-10-2020 15:17:52.860, 39.66570917520366, 192 
Analog_1, 04-10-2020 15:17:52.880, 47.94060522569079, 192 
Analog_2, 04-10-2020 15:17:52.901, 94.45121705485926, 192 
Analog_3, 04-10-2020 15:17:52.922, 36.25380330728692, 192 
Analog_4, 04-10-2020 15:17:52.943, 49.54451259220368, 192 
Analog_5, 04-10-2020 15:17:52.964, 79.29042116359878, 192 
Analog_6, 04-10-2020 15:17:52.984, 14.588663359085984, 192 
Analog_7, 04-10-2020 15:17:53.005, 36.94468826683843, 192 
Analog_8, 04-10-2020 15:17:53.026, 67.69969655296309, 192 
Analog_9, 04-10-2020 15:17:53.046, 39.218768261568684, 192 
Analog_0, 04-10-2020 15:17:53.087, 35.29315242766386, 192 
Analog_1, 04-10-2020 15:17:53.108, 99.59296750014794, 192 
Analog_2, 04-10-2020 15:17:53.129, 60.26687837951822, 192 
Analog_3, 04-10-2020 15:17:53.149, 57.13494922553368, 192 
Analog_4, 04-10-2020 15:17:53.170, 93.90080476080767, 192 
Analog_5, 04-10-2020 15:17:53.190, 33.724280327355636, 192 
Analog_6, 04-10-2020 15:17:53.211, 54.59238041275649, 192 
Analog_7, 04-10-2020 15:17:53.235, 67.70507098813823, 192 
Analog_8, 04-10-2020 15:17:53.255, 1.7713578697296617, 192 
Analog_9, 04-10-2020 15:17:53.275, 9.879981782538483, 192 
Analog_0, 04-10-2020 15:17:53.317, 33.939804247365416, 192 
Analog_1, 04-10-2020 15:17:53.337, 72.59020020677906, 192 
Analog_2, 04-10-2020 15:17:53.358, 95.23523519497145, 192 
Analog_3, 04-10-2020 15:17:53.379, 2.3169678646386305, 192 
Analog_4, 04-10-2020 15:17:53.400, 51.251855647075864, 192 
Analog_5, 04-10-2020 15:17:53.422, 84.48213340744377, 192 
Analog_6, 04-10-2020 15:17:53.442, 9.67456381738787, 192 
Analog_7, 04-10-2020 15:17:53.463, 83.67215062349841, 192 
Analog_8, 04-10-2020 15:17:53.484, 28.742964436679063, 192 
Analog_9, 04-10-2020 15:17:53.505, 10.178122448699533, 192 
Analog_0, 04-10-2020 15:17:53.546, 92.39060712938567, 192 
Analog_1, 04-10-2020 15:17:53.567, 85.41301822288274, 192 
Analog_2, 04-10-2020 15:17:53.587, 77.38335497661602, 192 
Analog_3, 04-10-2020 15:17:53.608, 44.37725869813017, 192 
Analog_4, 04-10-2020 15:17:53.630, 88.75772302857499, 192 
Analog_5, 04-10-2020 15:17:53.652, 66.89958130949238, 192 
Analog_6, 04-10-2020 15:17:53.672, 65.74539322767646, 192 
Analog_7, 04-10-2020 15:17:53.694, 13.947718982449919, 192 
Analog_8, 04-10-2020 15:17:53.715, 33.13664901697607, 192 
Analog_9, 04-10-2020 15:17:53.736, 68.01194682514272, 192 
Analog_0, 04-10-2020 15:17:53.777, 91.21819438192503, 192 
Analog_1, 04-10-2020 15:17:53.798, 33.6053553645685, 192 
Analog_2, 04-10-2020 15:17:53.818, 51.11751127530828, 192 
Analog_3, 04-10-2020 15:17:53.839, 55.55161885642792, 192 
Analog_4, 04-10-2020 15:17:53.860, 58.25662951209431, 192 
Analog_5, 04-10-2020 15:17:53.882, 8.260662344479675, 192 
Analog_6, 04-10-2020 15:17:53.903, 32.88569077201768, 192 
Analog_7, 04-10-2020 15:17:53.925, 12.003608858332615, 192 
Analog_8, 04-10-2020 15:17:53.946, 48.11601471488144, 192 
Analog_9, 04-10-2020 15:17:53.967, 44.732409951636676, 192 
Analog_0, 04-10-2020 15:17:54.009, 68.85126518793248, 192 
Analog_1, 04-10-2020 15:17:54.030, 56.75024212182077, 192 
Analog_2, 04-10-2020 15:17:54.051, 72.43395543803895, 192 
Analog_3, 04-10-2020 15:17:54.072, 16.092782460679146, 192 
Analog_4, 04-10-2020 15:17:54.093, 48.15542973916239, 192 
Analog_5, 04-10-2020 15:17:54.114, 34.456561110616015, 192 
Analog_6, 04-10-2020 15:17:54.136, 39.05592542698949, 192 
Analog_7, 04-10-2020 15:17:54.157, 55.600146856092955, 192 
Analog_8, 04-10-2020 15:17:54.181, 8.264986005531549, 192 
Analog_9, 04-10-2020 15:17:54.203, 53.10104842795156, 192 
Analog_0, 04-10-2020 15:17:54.244, 22.66136728820318, 192 
Analog_1, 04-10-2020 15:17:54.265, 43.99205314049861, 192 
Analog_2, 04-10-2020 15:17:54.286, 89.58857876190775, 192 
Analog_3, 04-10-2020 15:17:54.307, 5.004332634165887, 192 
Analog_4, 04-10-2020 15:17:54.327, 25.032210368192565, 192 
Analog_5, 04-10-2020 15:17:54.350, 93.85248233568653, 192 
Analog_6, 04-10-2020 15:17:54.371, 92.89606369140287, 192 
Analog_7, 04-10-2020 15:17:54.391, 58.212461829967474, 192 
Analog_8, 04-10-2020 15:17:54.412, 30.215906693917837, 192 
Analog_9, 04-10-2020 15:17:54.432, 27.833680743158816, 192 
Analog_0, 04-10-2020 15:17:54.473, 59.295054720959136, 192 
Analog_1, 04-10-2020 15:17:54.494, 62.720206025899984, 192 
Analog_2, 04-10-2020 15:17:54.515, 8.370184456860674, 192 
Analog_3, 04-10-2020 15:17:54.535, 93.70443234374248, 192 
Analog_4, 04-10-2020 15:17:54.556, 92.6162972688658, 192 
Analog_5, 04-10-2020 15:17:54.579, 76.27376030227677, 192 
Analog_6, 04-10-2020 15:17:54.599, 98.7369508577131, 192 
Analog_7, 04-10-2020 15:17:54.620, 58.512958555245156, 192 
Analog_8, 04-10-2020 15:17:54.640, 22.282256016873227, 192 
Analog_9, 04-10-2020 15:17:54.663, 77.87116364539044, 192 
