tagName, timeStamp, value, quality
Analog_0, 04-10-2020 15:17:59.352, 62.444839190557325, 192 
Analog_1, 04-10-2020 15:17:59.373, 15.044398055986019, 192 
Analog_2, 04-10-2020 15:17:59.394, 20.059753113341362, 192 
Analog_3, 04-10-2020 15:17:59.414, 61.82210115470489, 192 
Analog_4, 04-10-2020 15:17:59.434, 19.9961023510981, 192 
Analog_5, 04-10-2020 15:17:59.455, 65.34701741054204, 192 
Analog_6, 04-10-2020 15:17:59.477, 24.11567703463827, 192 
Analog_7, 04-10-2020 15:17:59.497, 67.97882815273233, 192 
Analog_8, 04-10-2020 15:17:59.518, 61.843562863995395, 192 
Analog_9, 04-10-2020 15:17:59.540, 58.727412100580956, 192 
Analog_0, 04-10-2020 15:17:59.582, 78.12039482945656, 192 
Analog_1, 04-10-2020 15:17:59.604, 54.10023934331342, 192 
Analog_2, 04-10-2020 15:17:59.626, 40.68663528346463, 192 
Analog_3, 04-10-2020 15:17:59.647, 58.143703640231756, 192 
Analog_4, 04-10-2020 15:17:59.668, 33.65352423311444, 192 
Analog_5, 04-10-2020 15:17:59.689, 85.88655773578243, 192 
Analog_6, 04-10-2020 15:17:59.711, 2.0294110340378424, 192 
Analog_7, 04-10-2020 15:17:59.731, 42.215613104656455, 192 
Analog_8, 04-10-2020 15:17:59.752, 57.59805315540133, 192 
Analog_9, 04-10-2020 15:17:59.773, 13.122074551424756, 192 
Analog_0, 04-10-2020 15:17:59.814, 36.9474743886562, 192 
Analog_1, 04-10-2020 15:17:59.835, 97.5677393097064, 192 
Analog_2, 04-10-2020 15:17:59.857, 45.746692435112536, 192 
Analog_3, 04-10-2020 15:17:59.878, 99.31249449467636, 192 
Analog_4, 04-10-2020 15:17:59.899, 84.3482450736195, 192 
Analog_5, 04-10-2020 15:17:59.920, 11.359869018514502, 192 
Analog_6, 04-10-2020 15:17:59.942, 34.80458917135116, 192 
Analog_7, 04-10-2020 15:17:59.963, 77.71930526609037, 192 
Analog_8, 04-10-2020 15:17:59.983, 81.33624987542863, 192 
Analog_9, 04-10-2020 15:18:00.005, 63.51905953476964, 192 
Analog_0, 04-10-2020 15:18:00.046, 19.651876450506055, 192 
Analog_1, 04-10-2020 15:18:00.068, 24.761047075972055, 192 
Analog_2, 04-10-2020 15:18:00.090, 96.3299769116605, 192 
Analog_3, 04-10-2020 15:18:00.110, 51.87968532914075, 192 
Analog_4, 04-10-2020 15:18:00.132, 70.32706037994788, 192 
Analog_5, 04-10-2020 15:18:00.153, 89.50521879616659, 192 
Analog_6, 04-10-2020 15:18:00.174, 43.737038188955445, 192 
Analog_7, 04-10-2020 15:18:00.194, 70.25404082839518, 192 
Analog_8, 04-10-2020 15:18:00.216, 8.914982260937776, 192 
Analog_9, 04-10-2020 15:18:00.236, 68.8534769859568, 192 
Analog_0, 04-10-2020 15:18:00.278, 71.27957759082784, 192 
Analog_1, 04-10-2020 15:18:00.299, 99.39746650815896, 192 
Analog_2, 04-10-2020 15:18:00.321, 50.37074744102345, 192 
Analog_3, 04-10-2020 15:18:00.342, 72.0267191330197, 192 
Analog_4, 04-10-2020 15:18:00.363, 31.47199793960477, 192 
Analog_5, 04-10-2020 15:18:00.384, 63.89841331766155, 192 
Analog_6, 04-10-2020 15:18:00.405, 33.283602251815395, 192 
Analog_7, 04-10-2020 15:18:00.426, 75.08549471424095, 192 
Analog_8, 04-10-2020 15:18:00.447, 97.28824060802549, 192 
Analog_9, 04-10-2020 15:18:00.467, 54.215233706698676, 192 
Analog_0, 04-10-2020 15:18:00.508, 66.68249593937401, 192 
Analog_1, 04-10-2020 15:18:00.529, 26.475161249801506, 192 
Analog_2, 04-10-2020 15:18:00.550, 58.715991103522654, 192 
Analog_3, 04-10-2020 15:18:00.570, 12.397917251651569, 192 
Analog_4, 04-10-2020 15:18:00.591, 97.20762949374314, 192 
Analog_5, 04-10-2020 15:18:00.612, 27.96401576538393, 192 
Analog_6, 04-10-2020 15:18:00.632, 41.680366696836366, 192 
Analog_7, 04-10-2020 15:18:00.654, 32.4743797212881, 192 
