tagName, timeStamp, value, quality
Analog_0, 04-10-2020 15:18:01.670, 98.93618802319966, 192 
Analog_1, 04-10-2020 15:18:01.690, 17.81375449231717, 192 
Analog_2, 04-10-2020 15:18:01.711, 28.34761913242524, 192 
Analog_3, 04-10-2020 15:18:01.733, 60.61487778983092, 192 
Analog_4, 04-10-2020 15:18:01.753, 98.9798433794845, 192 
Analog_5, 04-10-2020 15:18:01.774, 29.58520509059912, 192 
Analog_6, 04-10-2020 15:18:01.795, 22.44901703022759, 192 
Analog_7, 04-10-2020 15:18:01.816, 41.069867617849766, 192 
Analog_8, 04-10-2020 15:18:01.836, 38.74913434974682, 192 
Analog_9, 04-10-2020 15:18:01.857, 67.4739962784955, 192 
Analog_0, 04-10-2020 15:18:01.899, 41.034707320306026, 192 
Analog_1, 04-10-2020 15:18:01.920, 89.97678434502565, 192 
Analog_2, 04-10-2020 15:18:01.940, 76.36304039967531, 192 
Analog_3, 04-10-2020 15:18:01.962, 42.860584496398054, 192 
Analog_4, 04-10-2020 15:18:01.983, 34.910557243953185, 192 
Analog_5, 04-10-2020 15:18:02.005, 50.65005536962685, 192 
Analog_6, 04-10-2020 15:18:02.026, 62.278973459279975, 192 
Analog_7, 04-10-2020 15:18:02.048, 58.985053931438856, 192 
Analog_8, 04-10-2020 15:18:02.068, 6.692424220225446, 192 
Analog_9, 04-10-2020 15:18:02.089, 59.348847583220156, 192 
Analog_0, 04-10-2020 15:18:02.130, 74.94161232773577, 192 
Analog_1, 04-10-2020 15:18:02.151, 83.88131563011066, 192 
Analog_2, 04-10-2020 15:18:02.171, 99.2027684868751, 192 
Analog_3, 04-10-2020 15:18:02.192, 91.02929840395635, 192 
Analog_4, 04-10-2020 15:18:02.213, 69.25839743237569, 192 
Analog_5, 04-10-2020 15:18:02.234, 6.289474342661294, 192 
Analog_6, 04-10-2020 15:18:02.255, 20.64563667842343, 192 
Analog_7, 04-10-2020 15:18:02.276, 19.411897638587305, 192 
Analog_8, 04-10-2020 15:18:02.297, 74.89199357297295, 192 
Analog_9, 04-10-2020 15:18:02.318, 53.84624401185679, 192 
Analog_0, 04-10-2020 15:18:02.359, 40.864811106068366, 192 
Analog_1, 04-10-2020 15:18:02.380, 13.68147569288416, 192 
Analog_2, 04-10-2020 15:18:02.401, 20.520274214451074, 192 
Analog_3, 04-10-2020 15:18:02.422, 14.66981511877682, 192 
Analog_4, 04-10-2020 15:18:02.444, 33.71256962630904, 192 
Analog_5, 04-10-2020 15:18:02.465, 20.016265263267975, 192 
Analog_6, 04-10-2020 15:18:02.486, 27.499460908042273, 192 
Analog_7, 04-10-2020 15:18:02.507, 18.39683848835533, 192 
Analog_8, 04-10-2020 15:18:02.528, 59.40421839541386, 192 
Analog_9, 04-10-2020 15:18:02.549, 5.146308734825455, 192 
Analog_0, 04-10-2020 15:18:02.593, 11.776272486599826, 192 
Analog_1, 04-10-2020 15:18:02.614, 0.7957345297931573, 192 
Analog_2, 04-10-2020 15:18:02.635, 77.70614631971549, 192 
Analog_3, 04-10-2020 15:18:02.658, 71.27044865102849, 192 
Analog_4, 04-10-2020 15:18:02.680, 56.430045984403634, 192 
Analog_5, 04-10-2020 15:18:02.702, 97.2718307801768, 192 
Analog_6, 04-10-2020 15:18:02.724, 57.902844045764276, 192 
Analog_7, 04-10-2020 15:18:02.748, 86.91504029098795, 192 
Analog_8, 04-10-2020 15:18:02.770, 68.8859740201258, 192 
Analog_9, 04-10-2020 15:18:02.791, 84.8963255388223, 192 
Analog_0, 04-10-2020 15:18:02.834, 4.71097691753366, 192 
Analog_1, 04-10-2020 15:18:02.855, 16.696417235131932, 192 
Analog_2, 04-10-2020 15:18:02.877, 16.625751385052634, 192 
Analog_3, 04-10-2020 15:18:02.898, 20.0324047564609, 192 
Analog_4, 04-10-2020 15:18:02.920, 50.656273475839306, 192 
Analog_5, 04-10-2020 15:18:02.940, 74.45303772096517, 192 
Analog_6, 04-10-2020 15:18:02.961, 43.132084480906975, 192 
Analog_7, 04-10-2020 15:18:02.981, 99.19831908201023, 192 
Analog_8, 04-10-2020 15:18:03.001, 74.901597890822, 192 
Analog_9, 04-10-2020 15:18:03.022, 68.84219076087396, 192 
Analog_0, 04-10-2020 15:18:03.064, 1.8386657207054125, 192 
Analog_1, 04-10-2020 15:18:03.086, 4.498571968036336, 192 
Analog_2, 04-10-2020 15:18:03.107, 96.11230991685014, 192 
Analog_3, 04-10-2020 15:18:03.127, 58.24999442194358, 192 
Analog_4, 04-10-2020 15:18:03.148, 10.017371903645422, 192 
Analog_5, 04-10-2020 15:18:03.169, 81.77079704117827, 192 
Analog_6, 04-10-2020 15:18:03.189, 52.667593438225325, 192 
Analog_7, 04-10-2020 15:18:03.210, 82.74233379587865, 192 
Analog_8, 04-10-2020 15:18:03.231, 16.819625802208137, 192 
Analog_9, 04-10-2020 15:18:03.251, 39.53735246101654, 192 
Analog_0, 04-10-2020 15:18:03.291, 27.374145006267558, 192 
Analog_1, 04-10-2020 15:18:03.312, 94.78836003512895, 192 
Analog_2, 04-10-2020 15:18:03.333, 0.09895944835515147, 192 
Analog_3, 04-10-2020 15:18:03.354, 49.91698866897193, 192 
Analog_4, 04-10-2020 15:18:03.374, 95.81123790664518, 192 
Analog_5, 04-10-2020 15:18:03.394, 67.61695256959882, 192 
Analog_6, 04-10-2020 15:18:03.415, 55.17705194273018, 192 
Analog_7, 04-10-2020 15:18:03.436, 78.8433951666343, 192 
Analog_8, 04-10-2020 15:18:03.457, 77.53386127157869, 192 
Analog_9, 04-10-2020 15:18:03.477, 20.32058724215895, 192 
Analog_0, 04-10-2020 15:18:03.518, 15.375597933853392, 192 
Analog_1, 04-10-2020 15:18:03.539, 72.25386019940949, 192 
Analog_2, 04-10-2020 15:18:03.559, 47.58325984561394, 192 
Analog_3, 04-10-2020 15:18:03.580, 62.19985889203252, 192 
Analog_4, 04-10-2020 15:18:03.601, 48.92156642455099, 192 
Analog_5, 04-10-2020 15:18:03.622, 77.35263230247293, 192 
Analog_6, 04-10-2020 15:18:03.643, 22.1018829649689, 192 
Analog_7, 04-10-2020 15:18:03.663, 25.345856362487872, 192 
Analog_8, 04-10-2020 15:18:03.684, 9.743545505665164, 192 
Analog_9, 04-10-2020 15:18:03.704, 83.62002148473636, 192 
Analog_0, 04-10-2020 15:18:03.746, 66.32238085041851, 192 
Analog_1, 04-10-2020 15:18:03.767, 24.08650815966772, 192 
Analog_2, 04-10-2020 15:18:03.787, 80.71202639940613, 192 
Analog_3, 04-10-2020 15:18:03.808, 26.92964454916651, 192 
Analog_4, 04-10-2020 15:18:03.829, 85.7979891021616, 192 
Analog_5, 04-10-2020 15:18:03.850, 52.676878240497395, 192 
Analog_6, 04-10-2020 15:18:03.870, 37.03666130665506, 192 
Analog_7, 04-10-2020 15:18:03.891, 11.95267503769626, 192 
Analog_8, 04-10-2020 15:18:03.911, 52.46421864655476, 192 
Analog_9, 04-10-2020 15:18:03.932, 8.492335220473324, 192 
